category_id,image_path,technique_used,notes,ground_truth,human_guesses,ai_guess,ai_confidence,ai_reasoning,created_at
65,65/65_12.jpg,,,Iceland,"Iceland, Iceland,         Pooooooooooooooooooooooooooooooo",Uruguay,10,The opposite of green could be the blue in the flag of Uruguay.,2025-06-13T21:50:41.448851+00:00
71,71/71_13.jpg,,,Angry Birds,"Angry birds, Angry birds",Subnautica,45,The dolphin makes me think of exploring the underwater world of Subnautica.,2025-06-13T22:16:57.798574+00:00
60,60/60_23.jpg,,,popcorn,"Popcorn, Popcorn, Popcorn",milkshake,34,It looks like a person drinking a milkshake.,2025-06-13T22:19:24.759433+00:00
59,59/59_24.jpg,,,bakery,"School, Bakery, School bus?, Apartment",building,80,It looks like a building.,2025-06-13T22:41:02.978293+00:00
56,56/56_18.jpg,,,farting,"Farting, Somebody farting, Farting💨",drawing,70,Someone is drawing a character with a tail!,2025-06-13T22:45:36.183852+00:00
56,56/56_19.jpg,,,dreaming,"Dri, Dreaming, Drake, Crab",carpooling,60,The car makes me think of carpooling!,2025-06-13T23:03:16.086857+00:00
57,57/57_14.jpg,,,dentist,"Dentist, Businessman, Chef, Office worker",professional,60,"Looks like a professional in a suit, ready to tackle the day!",2025-06-13T23:18:44.585648+00:00
58,58/58_1.jpg,,,Infinity,"Joining, Infinity, Infinite",Glasses,80,It looks like a pair of glasses!,2025-06-13T23:39:51.093704+00:00
69,69/69_2.jpg,,,DNA,"Snake, Dna, Ladder",Pipeline,55,The drawing looks like a pipeline with segments.,2025-06-15T19:01:37.609239+00:00
61,61/61_15.jpg,,,screw,"Nail, Screw, Axe, Sausage",mallet,70,"Looks like a mallet hitting a strange, segmented object.",2025-06-15T19:24:00.573705+00:00
61,61/61_16.jpg,,,whistle,"., couch, Whistle",water gun,85,It looks like a water gun!,2025-06-13T21:47:22.288228+00:00
59,59/59_25.jpg,,,train station,Train station,scribbles,80,It looks like a bunch of scribbles!,2025-06-15T23:31:33.156245+00:00
56,56/56_20.jpg,,,praying,"Praying, J(, Hands, Climbing",seeing,8,The person is looking at something. ,2025-06-16T19:40:45.243068+00:00
72,72/72_18.jpg,,,Ghostbusters,Ghostbusters,Alien,55,Looks like an alien is being blocked out!,2025-06-16T20:07:29.075847+00:00
57,57/57_15.jpg,,,comedian,"Guy with big hat and sword, Comedian, Clown, Person",performer,80,The pose looks like a performer on stage.,2025-06-16T21:13:18.784793+00:00
57,57/57_16.jpg,,,witch,"Witch, Wizard, New year, Santa",wizard,88,The wand and the surprised face make me think of a wizard!,2025-06-16T21:24:40.761512+00:00
61,61/61_17.jpg,,,spoon,"Soup, Soup, Soup spoon, Spoon",bowl,85,It looks like a bowl with some fruit inside!,2025-06-16T21:29:39.470138+00:00
55,55/55_17.jpg,,,walrus,"Shark, Shark, Walrus, Dinosaur",tadpole,82,It looks like a tadpole with a big head and a tail!,2025-06-16T21:35:25.445022+00:00
57,57/57_17.jpg,,,lawyer,"Lawyer, Lawyer, Attlawer, Lawyer",Builder,78,Looks like someone hammering something. Maybe they're building a house!,2025-06-16T22:51:32.793542+00:00
59,59/59_26.jpg,,,treehouse,"Treehouse, Treehouse",petting zoo,82,It looks like a building with animals outside.,2025-06-17T17:21:59.754537+00:00
57,57/57_18.jpg,,,detective,"Detective, Detective, Detective, Detective",wizard,72,The drawing looks like a wizard casting a spell with wild hand gestures.,2025-06-17T17:57:52.407784+00:00
68,68/68_5.jpg,,,Halloween,"Halloween, Portrait painting, Babysit",Visitation,80,Looks like a family is visiting someone. Perhaps they are bringing a tot?,2025-06-15T22:11:45.487637+00:00
67,67/67_1.jpg,,,Judo,"Pickleball, Basketball, Judo",Scribble Sports,72,Looks like someone scribbled all over the sports!,2025-06-17T20:10:44.436781+00:00
57,57/57_19.jpg,,,cowboy,"Cowboy, Cowboy, Cowman, Cowboy",professor,70,The hat makes me think of a professor.,2025-06-17T20:28:56.238716+00:00
65,65/65_13.jpg,,,Turkey,"Australia, Australia, Australia, Turkey",Madagascar,8,"It's a bird, and Madagascar has lots of unique birds!",2025-06-18T04:25:44.524645+00:00
60,60/60_24.jpg,,,tofu,"Tofu, Tofu, Tree, Taco",margarine,88,The boxy shape makes me think of margarine!,2025-06-18T17:56:30.927762+00:00
59,59/59_27.jpg,,,parking lot,"Grocery shop, Mall, Parking lot, Shop",strip mall,80,It looks like a strip mall with multiple stores!,2025-06-18T19:40:39.581323+00:00
61,61/61_18.jpg,,,key,"Banana, Scribble, Key, No idea",dagger,80,That pointy thing looks like a small knife!,2025-06-18T19:54:59.26559+00:00
58,58/58_2.jpg,,,Art,Art,Mess,89,Looks like a mess of lines!,2025-06-18T20:00:44.548983+00:00
59,59/59_28.jpg,,,library,"The Void💀💀💀, City, Library, City",daycare,45,"Looks like a building with some scribbles, maybe a daycare?",2025-06-18T20:07:44.036199+00:00
55,55/55_18.jpg,,,spider,"Butterfly, Turtul, Spider",turtle,90,It looks like a turtle!,2025-06-18T21:32:04.578212+00:00
55,55/55_19.jpg,,,hyena,"Hyena, Hyena, Cow, Bug",tick,80,It looks like a tick.,2025-06-18T21:40:48.064409+00:00
57,57/57_20.jpg,,,old person,"Old person, Someone driving, Grumpy old person with a walker, Elderly person",student,80,"Looks like a student sitting at a desk, maybe studying hard!",2025-06-18T21:51:15.905946+00:00
61,61/61_19.jpg,,,ruler,"Ruler, Ruler, Ruler, Ruler",cabinet,82,It looks like a cabinet with shelves inside.,2025-06-18T22:04:32.326456+00:00
60,60/60_25.jpg,,,sushi,"Sushi, Donut, Donut, Sushi",popcorn,80,Looks like popcorn in a box!,2025-06-18T22:18:45.233998+00:00
60,60/60_26.jpg,,,sushi,"Lemonade, Boba, Sushi, Hot dog and drink",juice,75,It looks like a glass of juice with pulp.,2025-06-18T22:31:35.396187+00:00
65,65/65_14.jpg,,,Egypt,"Egypt, Himalayans, Egypt, Egypt",Peru,8,The Andes Mountains run through Peru as well!,2025-06-18T22:59:07.267572+00:00
61,61/61_20.jpg,,,diamond,"Pentagon, Whatthesigma, Diamond, Diamond",scribbles,70,Looks like a bunch of scribbles!,2025-06-18T23:11:20.97099+00:00
71,71/71_14.jpg,,,Space Invaders,"Chessboard, Space invaders, Ball?, Lines",Lineage,5,The lines could represent the different paths in Lineage.,2025-06-18T23:13:24.686555+00:00
71,71/71_15.jpg,,,Space Invaders,"Pikachu, Space invaders, Pockemon, Cool",Flappy Bird,60,"It looks like a bird, and it's flapping!",2025-06-18T23:24:49.380422+00:00
61,61/61_21.jpg,,,key,"Key, Key",reflection,85,The phrase 'same as before' really screams 'reflection' to me!,2025-06-19T03:18:36.366413+00:00
60,60/60_27.jpg,,,pretzel,"Peach, Pretzel, Petzel",Bubble tea,82,The circles remind me of the bubbles in bubble tea!,2025-06-20T19:23:55.917765+00:00
60,60/60_28.jpg,,,pretzel,"Pretzel, Heart, Whale with feet, Pretzel",juice,60,It looks like a glass of juice with a straw!,2025-06-20T19:27:57.56833+00:00
60,60/60_29.jpg,,,croissant,"Crosiant , Crossiant, Croissant, Churro",cotton candy,70,Looks like they're about to eat a big ball of cotton candy!,2025-06-20T19:42:55.717098+00:00
58,58/58_3.jpg,,,Imagination,"Unicorn, Imagination, Dream, Sleeping",Possession,88,That hand looks like it's trying to grab something and keep it!,2025-06-20T19:50:20.264859+00:00
60,60/60_30.jpg,,,pretzel,"Pie, Pretzel, Pretzel, Water",dessert,88,It looks like someone is presenting a dessert.,2025-06-20T20:27:53.436553+00:00
72,72/72_19.jpg,,,Minions,"Minions, Minions, Minions, Minions",Robots,45,The eye and the round shape make me think of a robot's head!,2025-06-20T20:30:11.388727+00:00
72,72/72_20.jpg,,,Shrek,"Shrek, I have no idea, ET, Shrek",Alien,15,It's an alien!,2025-06-20T21:57:03.840472+00:00
68,68/68_6.jpg,,,New years Day,"Jasmine, New years day, Girl",Celebration,89,The figure looks like it is celebrating something!,2025-06-20T22:05:29.435099+00:00
55,55/55_20.jpg,,,wolf,"Wolf, Hamster,  Cow, Dog",sheep,82,Looks like a fluffy sheep with a tail!,2025-06-20T19:03:48.735821+00:00
55,55/55_21.jpg,,,lion,"Mouse, Bear, Dog, Lion",aardvark,60,It looks like an aardvark!,2025-06-20T23:36:21.637552+00:00
60,60/60_31.jpg,,,eggplant,"Bean, Eggplant",blob,70,It looks like a blob!,2025-06-21T03:06:39.298365+00:00
60,60/60_32.jpg,,,blueberry,"Cherry, Blueberry, Apple, Cherry",fruit salad,88,"With all those fruits, it looks like a fruit salad.",2025-06-21T19:14:39.867733+00:00
68,68/68_7.jpg,,,Easter,"Sad, Sad person, Easter, Sad",Sadness,72,"It's a simple frown, but it screams sadness!",2025-06-21T20:11:50.150048+00:00
57,57/57_21.jpg,,,chef,"Chef, Chef, Chicken",leader,65,"He looks like he is being greeted, maybe he is a leader?",2025-06-21T20:41:43.378585+00:00
60,60/60_33.jpg,,,sushi,"Soda, Salt, Salt shaker, Sushi",cupcake,82,It looks like a cupcake with sprinkles on top!,2025-06-21T20:57:47.065925+00:00
68,68/68_8.jpg,,,Easter,"Egg easter bunny, Easter, Easter, Easter",Love,60,"The heart is a universal symbol of love, so that's my guess!",2025-06-21T22:35:23.482317+00:00
57,57/57_22.jpg,,,knight,"Dad, Servant, Silly, Knight?",waiter,67,Perhaps they're waiting to take your order with a straight face!,2025-06-21T22:51:33.801884+00:00
60,60/60_34.jpg,,,fish and chips,"Fish and chips, Candy, Fish with blbobs?, Candy",nachos,72,Looks like a pile of nachos with cheese and toppings!,2025-06-21T23:04:53.848145+00:00
59,59/59_29.jpg,,,fire station,"Fire station, Fire station, Something, Fire station",motel,80,Looks like a motel with a UFO!,2025-06-21T23:24:35.851792+00:00
60,60/60_35.jpg,,,coconut,"Dragonfruit, Coconut, Coconut",cantaloupe,80,It looks like a cantaloupe!,2025-06-20T22:36:00.898897+00:00
59,59/59_30.jpg,,,stadium,"Statium, Stadium, Football stadium, Stadium",jacuzzi,85,It looks like a jacuzzi.,2025-06-22T19:58:43.49586+00:00
60,60/60_36.jpg,,,spaghetti,"Spaghetti!, Ramen, Toast, Food",pho,82,It looks like a bowl of pho with steam rising from it.,2025-06-22T20:02:03.109349+00:00
72,72/72_21.jpg,,,Titanic,"Titanic, Titanic, Titanic, Boat",Alien,30,Looks like an alien spaceship!,2025-06-22T21:01:39.442926+00:00
72,72/72_22.jpg,,,King Kong,"King kong, King kong, King kong, King kong",Hercules,45,Looks like Hercules is showing off his strength!,2025-06-22T22:25:05.874018+00:00
60,60/60_37.jpg,,,coffee,"Hat, House, Cereal box, Coffee",pie,82,"It looks like a slice of pie, maybe apple pie?",2025-06-22T22:30:23.796581+00:00
55,55/55_22.jpg,,,horse,"Horse, Horse, Cat, Cow",unicorn,75,It looks like a unicorn!,2025-06-22T22:35:49.556281+00:00
57,57/57_23.jpg,,,farmer,"Farmer, Farm, Home, Farm",trapper,60,"Looks like a trap, maybe for catching animals?",2025-06-22T22:40:15.854936+00:00
56,56/56_21.jpg,,,flying,"Dead person, Fling, Flying, Flying",treading water,70,Looks like they are trying to stay afloat!,2025-06-22T23:21:22.133998+00:00
65,65/65_15.jpg,,,Argentina,"Argentina, Argentina, Mexico, Brazil",England,40,"England is the birthplace of soccer, so maybe it's a clue?",2025-06-22T19:34:56.925919+00:00
55,55/55_23.jpg,,,parrot,"Parrot, Parrot, Parrot, Parrot",duck,80,It looks like a duck.,2025-06-23T19:10:25.05325+00:00
60,60/60_38.jpg,,,croissant,"Croissant, Croissant, Croissant, Croissant",gyoza,60,"The shapes look like gyoza on a plate, ready to be eaten!",2025-06-23T20:09:27.030591+00:00
61,61/61_22.jpg,,,kite,"Kite, Tree, A chair, Airballoon",cactus,82,Looks like a cactus in a pot!,2025-06-23T20:22:46.837523+00:00
65,65/65_16.jpg,,,Peru,"A train, U.s.a, Peru, Mountain",Nepal,89,"The mountain looks like the Himalayas, so I'm guessing Nepal!",2025-06-23T20:27:51.31127+00:00
59,59/59_31.jpg,,,stadium,"A court, Buffet, Easter egg, Stadium",Ferris Wheel,60,It looks like a ferris wheel!,2025-06-23T20:34:03.329645+00:00
55,55/55_24.jpg,,,monkey,"Monkey, Mono, Monkey, My rat brother",teddy bear,80,"It looks like a cute teddy bear, ready for a hug!",2025-06-23T23:03:27.994243+00:00
72,72/72_23.jpg,,,Avatar,"Avatar, Avatar, Avatar good, Avart",Scribble,70,"It's just a scribble, so I'll guess 'Scribble'!",2025-06-23T23:36:58.767098+00:00
60,60/60_39.jpg,,,gummy bear,"Milk, Bear, Food bag, Gummy bear",gingerbread man,89,The shape and the face drawn on it makes me think of a gingerbread man!,2025-06-24T20:41:23.45755+00:00
72,72/72_24.jpg,,,Aladdin,"Beauty and the beast, Aladdin, Aladdin",Cast Away,70,A person alone on a raft? Wilson! Where are you?,2025-06-23T17:45:13.458322+00:00
57,57/57_24.jpg,,,baby,"Baby, Brother, Baby, Ronaldo",cook,85,The curly line on top looks like a chef's hat!,2025-06-24T23:27:08.31776+00:00
57,57/57_25.jpg,,,baby,"Baby, Shaggy, Baby, Baby",entomologist,82,"It looks like a bug, so maybe someone who studies bugs?",2025-06-24T23:35:09.899556+00:00
60,60/60_40.jpg,,,kebab,"Loaf of bread, Pasta, Quebabe, Kebab",cantaloupe,60,The round shape and lines remind me of a cantaloupe.,2025-06-25T02:09:45.053916+00:00
55,55/55_25.jpg,,,parrot,"Otter, Dog, Parrot, Cowboy boot",lamprey,30,The shape could be a lamprey attached to a fish.,2025-06-25T18:57:29.507539+00:00
56,56/56_22.jpg,,,drinking,"Drinking, Vomit, Drinking, Drinking",directing,60,Looks like someone is directing traffic or a movie scene!,2025-06-25T20:32:41.245495+00:00
60,60/60_41.jpg,,,potato,"Potato, Fdfgdgydfhfdhhffhufdfhy, Taters, Cookie",biscuit,82,It looks like a biscuit with chocolate chips!,2025-06-25T21:49:59.07026+00:00
69,69/69_3.jpg,,,moon,"Moon, Da moon!!!",Pandemic,82,The chaos and sick face makes me think of a pandemic.,2025-06-25T22:19:54.589847+00:00
57,57/57_26.jpg,,,mother,"Mother, mother, Roadkill, Mother",performer,82,The figure looks like a performer on a stage.,2025-06-25T23:02:32.344795+00:00
57,57/57_27.jpg,,,father,"Father, Father, Mother, Father",male,89,It literally says 'MALE'!,2025-06-25T23:23:33.691896+00:00
72,72/72_25.jpg,,,Titanic,"Titanic, Titanic, Titantic, U",Jungle,34,Looks like a jungle with a moon in the sky!,2025-06-24T21:03:14.005174+00:00
56,56/56_23.jpg,,,erasing,"Erasing, Erasing",backwards,80,Everything is backwards!,2025-06-26T17:07:58.975648+00:00
57,57/57_28.jpg,,,dentist,"Dentist, Dentist, Dentist",coach,60,"The scribbled part looks like a sports field, so maybe it's a coach?",2025-06-26T17:16:34.509225+00:00
55,55/55_26.jpg,,,kangaroo,"Kangaroo, Kangaroo, Kangaroo, Kangaroo",kitten,88,It looks like a baby cat!,2025-06-26T17:24:14.219267+00:00
61,61/61_23.jpg,,,skull,"Skull, Skull, Skull",music note,89,It looks like a music note!,2025-06-26T17:30:11.140084+00:00
60,60/60_42.jpg,,,pancake,"Pancake, Pancake, Pancake",crepe,99,It spells out 'crepe' in the drawing! How could I miss that?,2025-06-26T17:42:44.970492+00:00
56,56/56_24.jpg,,,smelling,"What is this😭😭😭😭😭😭😭😭😭😭😭😭😭😭, Smelling, Sniffing, Smelling",sipping,82,Looks like someone is sipping from a cup.,2025-06-26T18:43:04.758284+00:00
59,59/59_32.jpg,,,amusement park,"Amusement park, Ferris wheel, Fair, Faristw",ferris wheel,45,Looks like a ferris wheel!,2025-06-26T18:52:47.933666+00:00
60,60/60_43.jpg,,,ketchup,"Pepper, Ketchup, Fire post",kettle,82,"It looks like a kettle, ready to boil some water!",2025-06-26T19:41:22.598835+00:00
61,61/61_24.jpg,,,jar,"Box, Jar, Jar",towel,88,Looks like a towel hanging on a rack!,2025-06-26T19:57:35.229695+00:00
61,61/61_25.jpg,,,book,"Book, Door, Book",dryer,82,Looks like a dryer with clothes tumbling inside!,2025-06-25T23:52:11.144422+00:00
56,56/56_25.jpg,,,winking,"Black eye, Black eye, Winking, Wink",directing,60,The arrow looks like someone is directing the other person.,2025-06-26T20:52:00.597356+00:00
60,60/60_44.jpg,,,pizza,Pizza,soda,70,It looks like soda bubbles!,2025-06-26T22:43:49.522473+00:00
60,60/60_45.jpg,,,french fries,"French fries, Fries, Dietcoke?.., Plant",greens,80,It looks like a box of greens!,2025-06-26T23:39:21.537953+00:00
71,71/71_16.jpg,,,Pac-Man,"Pacman, Pac man 🌞, Pacman, Pacman",Spacewar!,20,It reminds me of the first multiplayer video game.,2025-06-27T02:22:30.841459+00:00
57,57/57_29.jpg,,,plumber,"Plumer, Plumber, Mario, Italian",Mario,85,The M on the hat reminds me of Mario!,2025-06-27T03:55:14.733807+00:00
65,65/65_17.jpg,,,Canada,"Canada, Canada, Christmas tree, Canada",Palestine,80,The star is a symbol of Palestine.,2025-06-27T04:25:41.327934+00:00
55,55/55_27.jpg,,,stingray,"Stingray, Fish, Fish, Stingray",swordfish,70,The shape reminds me of a swordfish.,2025-06-27T04:30:17.311886+00:00
65,65/65_18.jpg,,,Mongolia,"Mongolia, Mongolia,  Korea, Mongolia",Vietnam,80,The flag looks like a simplified version of Vietnam's flag.,2025-06-27T04:36:38.650719+00:00
56,56/56_26.jpg,,,kicking,"Kicking, Kicking, Kicking",resting,80,Looks like someone is resting in bed.,2025-06-26T20:43:12.775116+00:00
61,61/61_26.jpg,,,shield,"Sheild, Love, Shield, Love note?????????",sink,60,The drawing looks like a sink with a heart-shaped drain.,2025-06-27T19:10:21.678673+00:00
60,60/60_46.jpg,,,ketchup,"Kechup, Ketchup, Kechup",juice,70,It looks like a bottle of juice.,2025-06-27T20:37:48.248524+00:00
66,66/66_0.jpg,,,Leshan Giant Buddha,"Lashan giant buddah, Skib tolet, Buddt, Leshan giant buddha",Boat Tour,45,"Looks like someone enjoying a boat tour, maybe near a famous landmark!",2025-06-27T21:23:21.0218+00:00
60,60/60_47.jpg,,,fish and chips,"Brugh, Fish and chips, Fries, Fish and chips",brownie,82,It looks like a brownie with chocolate swirls on top.,2025-06-27T21:37:22.749437+00:00
59,59/59_33.jpg,,,island,"Island, Island, Island, A big temple",Messy Room,80,Looks like a very messy room!,2025-06-27T21:46:54.682725+00:00
59,59/59_34.jpg,,,power plant,"Powerplant, Power plant, Power plant",Dot matrix printer store,70,Looks like a dot matrix printer threw up.,2025-06-28T17:42:27.996083+00:00
60,60/60_48.jpg,,,bread,"Bread, Donut",noodles,82,All those lines make me think of a big pile of noodles!,2025-06-28T19:28:51.667296+00:00
55,55/55_28.jpg,,,cockroach,"Cockroach, Cocharoach, Bug, Ram",bug,65,It looks like a generic bug with a round body and antennae.,2025-06-28T19:40:45.97288+00:00
59,59/59_35.jpg,,,prison,"Prison, Prison, Im quitting💀💀",scribbles,80,Looks like a bunch of scribbles to me!,2025-06-28T20:26:38.047925+00:00
55,55/55_29.jpg,,,snake,"Worm, Worm, Otter, Snake",sea lion,75,It looks like a sea lion balancing a ball on its nose.,2025-06-28T21:41:57.171232+00:00
60,60/60_49.jpg,,,steak,"Pancake, Bread, Steak, ???",cake,20,The shape could be a cake with lines for decoration.,2025-06-28T21:55:50.360117+00:00
61,61/61_27.jpg,,,car,"Car, Car, Cody is dumb , Car",scribbles,80,It looks like a bunch of scribbles!,2025-06-28T22:22:42.330047+00:00
55,55/55_30.jpg,,,owl,"Owl, Grow a garden owl, Owl, Owl",bird,80,"It looks like a bird, but scribbled over. Perhaps they are trying to hide it?",2025-06-28T23:15:15.155551+00:00
72,72/72_26.jpg,,,Superman,"Superman, Human, Superman",Stickman,80,It's just a stickman!,2025-06-28T23:32:29.394607+00:00
55,55/55_31.jpg,,,chicken,"owl, Chicking jockey, Chicken",jackal,72,It looks like a jackal with its pointy ears and snout.,2025-06-28T23:56:04.769708+00:00
61,61/61_28.jpg,,,key,"Key, Key, Key, Koy",tangle,40,Looks like a tangled mess of string! What could it be attached to?,2025-06-29T17:47:15.947472+00:00
61,61/61_29.jpg,,,bus,"Idk, House, Bus",arrow,82,Looks like an arrow pointing to the right!,2025-06-29T18:46:37.283038+00:00
60,60/60_50.jpg,,,kebab,"Food truck, Kebab",milkshake,82,Looks like a milkshake delivery car!,2025-06-29T18:58:38.887785+00:00
61,61/61_30.jpg,,,diaper,"Diaper, Idk, Diaper, Diaper",dress,40,"It looks like a dress, ready for a special occasion!",2025-06-29T19:12:30.567595+00:00
61,61/61_31.jpg,,,diaper,"Smile, Smile, Horseshoe, Diaper",bib,80,It looks like a bib.,2025-06-29T19:35:16.210534+00:00
57,57/57_30.jpg,,,DJ,"Candy, Steak, Candy, Dj",fighter,70,Looks like a fighter in a ring.,2025-06-29T19:53:37.284665+00:00
59,59/59_36.jpg,,,police station,"Police staton, Police station, Police station",government building,88,The shield shape makes me think of government buildings!,2025-06-29T20:27:18.74016+00:00
71,71/71_17.jpg,,,Rocket League,"Soccer, Golf, Mario cart, Rocket League",Dig Dug,80,"It looks like a digging machine, maybe it's from Dig Dug?",2025-06-29T20:35:09.748758+00:00
55,55/55_32.jpg,,,cockroach,"Rat, Cricket, Bug, Cockroach",tick,60,It looks like a tick!,2025-06-29T21:04:11.456513+00:00
61,61/61_32.jpg,,,chopsticks,"Chopsticks, NOT chopsticks, Chopsticks, Chopsticks",lollipop,82,It looks like a lollipop on a stick!,2025-06-30T23:00:32.991967+00:00
60,60/60_51.jpg,,,kebab,"Bagette, Kebab, Lava lamp, Ice tea",loaf,60,It looks like a loaf of something.,2025-06-29T18:38:27.278861+00:00
71,71/71_18.jpg,,,Portal,"Idontknow, Portal, Portal, Portal 2",Spore,60,Looks like a creature from Spore!,2025-06-29T22:09:01.311552+00:00
71,71/71_19.jpg,,,Portal,"Portal, Portal, Portal, Portal",Spiral Knights,82,It looks like a spiral!,2025-06-29T22:14:17.238374+00:00
71,71/71_20.jpg,,,Portal,"Portal3, Portal, Portal",Geometry Dash,55,It looks like a level from Geometry Dash.,2025-06-29T22:24:58.47382+00:00
60,60/60_52.jpg,,,hot dog,"Hot dog, Hot dog, Hotdog",puff pastry,70,It looks like a puff pastry.,2025-06-29T22:37:03.052275+00:00
71,71/71_21.jpg,,,Grand Theft Auto,"Grand theft auto, Smile, Grand thief auto",Smile,20,"It looks like a smile, so I'm going with it!",2025-06-29T22:39:04.984986+00:00
55,55/55_33.jpg,,,cow,"Cow, Cow, Cow, Cow",worm,70,Looks like a bunch of worms all tangled together!,2025-06-29T22:41:58.703598+00:00
67,67/67_2.jpg,,,Rock Climbing,"Rock climbing, Rock climbing, Rock climbimg, Rock climbing",Sphere,8,Looks like a sphere of some sort!,2025-06-29T22:43:31.145574+00:00
65,65/65_19.jpg,,,Russia,"Russia, Russia",Korea,8,The lines remind me of the complex patterns in Korean calligraphy!,2025-06-29T22:45:17.203683+00:00
71,71/71_22.jpg,,,Among Us,"Among us, Among us, Among us, Among us",Chaos,60,It's just a chaotic mess of lines!,2025-06-29T22:49:06.255294+00:00
61,61/61_33.jpg,,,cup,"Eavu jb c.  C n s nnds mbdfvn b fx🐈‍⬛📼, Cup, Wood, Fgugg ff",pillar,80,"It looks like a pillar, supporting something grand!",2025-06-29T23:39:36.639829+00:00
71,71/71_23.jpg,,,Portal,"Portals, Portal, Portal, Portal",Spaghetti,5,Looks like a plate of spaghetti!,2025-06-29T22:06:56.223647+00:00
71,71/71_24.jpg,,,Dark Souls,"Luigis haunted mansion, Dark souls, Girl, Horror",Spooky's Jump Scare Mansion,75,The scribbled face reminds me of Spooky's Jump Scare Mansion!,2025-06-30T19:19:18.380544+00:00
68,68/68_9.jpg,,,Halloween,"Skeleton, Halloween, Skeleten, Human",Love,85,"It looks like a heart with an arrow through it, which is a symbol of love.",2025-06-30T19:25:48.098864+00:00
68,68/68_10.jpg,,,Halloween,"Human, President, Person, Halloween",Authoritarianism,89,"That stern face and rigid posture scream absolute power, don't you think?",2025-06-30T19:28:16.207248+00:00
65,65/65_20.jpg,,,China,"Chile, Fruit, China, Chile",Peru,9,The shape is vaguely reminiscent of the outline of Peru.,2025-06-30T19:47:07.050733+00:00
59,59/59_37.jpg,,,supermarket,"Supermarket, Super marke, Hotdog stand",Metro station,60,It looks like a metro station with screens and a little train.,2025-06-30T20:56:46.751812+00:00
55,55/55_34.jpg,,,mouse,"Mouse, Mouse, Mouse",teddy bear,82,It looks like a cute teddy bear with a big smile!,2025-06-30T21:38:01.315023+00:00
68,68/68_11.jpg,,,Family,"Family, Family, Family",Community,66,"The figures look like they're part of a community, standing together!",2025-06-30T21:48:02.757051+00:00
65,65/65_21.jpg,,,Argentina,"Argentina, Australia, Argentina, A",Barbados,89,The palm tree makes me think of the beaches in Barbados.,2025-06-30T21:58:33.52231+00:00
60,60/60_53.jpg,,,banana,"Bana, Banana, Banana, Banana",cotton candy,70,Looks like a fluffy cloud of sugary goodness!,2025-06-30T22:10:21.874045+00:00
59,59/59_38.jpg,,,dam,"Prison, DAM, Wall, Dam",cell block,85,It looks like a cell block.,2025-06-30T22:24:37.890017+00:00
61,61/61_34.jpg,,,screw,"Huh, Rocket ship, Spoon, Screw",skeleton key,88,It looks like a skeleton key!,2025-07-01T20:35:46.194454+00:00
72,72/72_27.jpg,,,Shrek,"Shrek, Back to the ice, Et, Godzilla",Alien,60,It looks like a cute alien.,2025-07-01T20:51:41.979831+00:00
68,68/68_12.jpg,,,Education,"House, Education, House",Home,89,"It's a simple house, a place to call home, sweet home!",2025-07-01T21:30:37.042611+00:00
61,61/61_35.jpg,,,binoculars,"Binoculars, Pants",stand,50,It looks like a stand with some round objects at the bottom.,2025-07-01T22:15:33.621165+00:00
65,65/65_22.jpg,,,Norway,"Norway, Camel, Sealion",Portugal,15,"Looks like Portugal, a small but mighty country!",2025-07-01T22:59:38.881384+00:00
64,64/64_6.jpg,,,Steam,"Steam, Cast iron, Lightening, Lightning",Hot Topic,82,"The drawing says ""So Hot"", so I'm guessing a store with trendy items.",2025-07-01T23:13:04.304469+00:00
72,72/72_28.jpg,,,Aladdin,"Aladin, Magic carpet, Aladin, Aladdin",Cast Away,60,"A person stranded on a raft, perhaps?",2025-07-01T23:55:58.031713+00:00
60,60/60_54.jpg,,,pancake,"Pancake, Pizza, Pizza",brownie,82,Looks like a brownie with some chocolate swirls on top!,2025-07-02T17:58:27.438785+00:00
57,57/57_31.jpg,,,knight,"Knight, Ballet, Ballerina",swimmer,70,Looks like someone swimming in the water.,2025-07-01T20:09:24.311477+00:00
69,69/69_4.jpg,,,moon,"Moon, Moon, Moon, Moon",Chaos theory,60,The drawing looks like a chaotic system with many interconnected elements.,2025-07-02T20:38:40.099979+00:00
67,67/67_3.jpg,,,Bobsleigh,"Bobsleigh, Jetski, Socccer shoe, Sled",Wakeboarding,82,"Looks like someone riding a board on water, wakeboarding maybe?",2025-07-02T20:53:17.699374+00:00
60,60/60_55.jpg,,,chicken nugget,"Chicken Nugget, Burger, Chichennugget",sunflower seed,8,"The shape reminds me of a sunflower seed, but much bigger!",2025-07-02T21:02:02.824165+00:00
71,71/71_25.jpg,,,Space Invaders,Space invaders,Human Fall Flat,40,The wobbly figure reminds me of the characters in Human Fall Flat.,2025-07-02T22:33:37.126543+00:00
59,59/59_39.jpg,,,mountain,"Mountain, Dot, A dot",Dot,89,It looks like a dot.,2025-07-02T22:50:32.193903+00:00
57,57/57_32.jpg,,,detective,"Detective, Arrow, Detective, Detective",fighter,40,The arrow-like shape could represent someone who is always fighting for what they believe in.,2025-07-02T23:10:52.517891+00:00
65,65/65_23.jpg,,,United States,United states,Luxembourg,15,"The drawing is quite abstract, like Luxembourg!",2025-07-03T17:13:58.921521+00:00
